,class_type,feature_type,group,group_len,num_clusters,purity_class,purity_random,error_sub,error_div
0,dossier,ortho_word,"['bēlu[lord]N:bēlī:be-li₂', 'bēlu[lord]N:bēlī:EN']",2,161,0.10725552050473186,0.09674027339642481,0.01051524710830705,1.108695652173913
1,dossier,ortho_word,"['bēlu[lord]N:bēlīya:EN-ia', 'bēlu[lord]N:bēlīya:be-li₂-ia']",2,161,0.1156677181913775,0.10094637223974763,0.014721345951629869,1.1458333333333335
2,dossier,ortho_word,"['bēlu[lord]N:bēlī:be-li₂', 'bēlu[lord]N:bēlī:EN', 'bēlu[lord]N:bēlīya:EN-ia', 'bēlu[lord]N:bēlīya:be-li₂-ia']",4,161,0.138801261829653,0.11461619348054679,0.024185068349106206,1.2110091743119267
3,dossier,ortho_word,"['lā[not]MOD:lā:la', 'lā[not]MOD:lā:la-a']",2,161,0.10725552050473186,0.10094637223974763,0.0063091482649842295,1.0625
4,dossier,ortho_word,"['bēlu[lord]N:bēlī:be-li₂', 'bēlu[lord]N:bēlī:EN', 'lā[not]MOD:lā:la', 'lā[not]MOD:lā:la-a']",4,161,0.12723449001051526,0.11882229232386961,0.008412197686645653,1.0707964601769913
5,dossier,ortho_word,"['bēlu[lord]N:bēlīya:EN-ia', 'bēlu[lord]N:bēlīya:be-li₂-ia', 'lā[not]MOD:lā:la', 'lā[not]MOD:lā:la-a']",4,161,0.14511041009463724,0.12513144058885384,0.0199789695057834,1.1596638655462186
6,dossier,ortho_word,"['bēlu[lord]N:bēlī:be-li₂', 'bēlu[lord]N:bēlī:EN', 'bēlu[lord]N:bēlīya:EN-ia', 'bēlu[lord]N:bēlīya:be-li₂-ia', 'lā[not]MOD:lā:la', 'lā[not]MOD:lā:la-a']",6,161,0.19032597266035753,0.1619348054679285,0.02839116719242904,1.1753246753246755
7,dossier,ortho_word,"['lū[may]MOD:lū:lu', 'lū[may]MOD:lū:lu-u']",2,161,0.10935856992639327,0.10094637223974763,0.00841219768664564,1.0833333333333333
8,dossier,ortho_word,"['bēlu[lord]N:bēlī:be-li₂', 'bēlu[lord]N:bēlī:EN', 'lū[may]MOD:lū:lu', 'lū[may]MOD:lū:lu-u']",4,161,0.13459516298633017,0.10935856992639327,0.025236593059936904,1.2307692307692308
9,dossier,ortho_word,"['bēlu[lord]N:bēlīya:EN-ia', 'bēlu[lord]N:bēlīya:be-li₂-ia', 'lū[may]MOD:lū:lu', 'lū[may]MOD:lū:lu-u']",4,161,0.15562565720294427,0.12197686645636173,0.033648790746582544,1.2758620689655171
